id,ordered_variant_id,parent_order_external_id,refund_external_id,refund_date_created,refund_amount,refund_reason,refunded_by,refunded_payment,order_status,order_total_amount,order_currency,order_created_at,order_updated_at,customer_email,customer_phone_number,shipping_first_name,shipping_last_name,shipping_address_1,shipping_address_2,shipping_city,shipping_state,shipping_postcode,shipping_country_code,product_external_id,product_title,product_description,variant_external_id,variant_title,variant_sku,variant_price,variant_attributes,variant_image_id,variant_image_src,returned_line_item_external_id,returned_quantity,returned_unit_price,returned_subtotal,returned_subtotal_tax,returned_total,returned_total_tax,returned_currency,tax_class,taxes,profile_id,group_order_id,created_at,updated_at,category_id,category
815c7d01-4fca-44fe-9977-348be45a4b98,815580b8-76cb-4914-9667-27c906e3a801,A_O22,A_R11,2025-06-05T15:51:31+00:00,80.9,Changed mind,system,True,completed,561.76,EUR,2025-05-28T23:12:28+00:00,2025-05-28T18:44:12+00:00,scheuermannmarkus@example.com,,Cornelius,Köster B.A.,Bohnbachallee 927,,Karlsruhe,,30391,GE,A_32,Product A-32,fashion product,A_V176,Product A-32 - White - S,A-P32-CWh-SS,85.75,"{""color"": ""White"", ""size"": ""S""}",,,A_L71,1,85.75,80.9,16.180000000000003,80.9,16.180000000000003,EUR,standard,"{""vat_rate"": 0.2, ""tax_amount"": 0.0}",,00000000-0000-0000-0000-a00000000022,2025-10-22T15:45:27.783688+00:00,2025-10-22T15:45:27.783688+00:00,,fashion
e5b50028-0d5e-4758-8e4f-caba336e322c,8fdb07f3-127b-4be9-971d-c6b9a31acd09,A_O25,A_R12,2025-07-15T15:46:59+00:00,42.7,Changed mind,system,True,refunded,388.99,EUR,2025-07-10T02:01:43+00:00,2025-07-10T23:32:49+00:00,igasser@example.net,,Ramadan,Ritter,Gutstrasse 6,,Meilen,,7578,SW,A_18,Product A-18,fashion product,A_V95,Product A-18 - Green - XXL,A-P18-CGr-SXX,48.51,"{""color"": ""Green"", ""size"": ""XXL""}",,,A_L79,1,48.51,42.7,8.540000000000001,42.7,8.540000000000001,EUR,standard,"{""vat_rate"": 0.2, ""tax_amount"": 0.0}",,00000000-0000-0000-0000-a00000000025,2025-10-22T15:45:27.783688+00:00,2025-10-22T15:45:27.783688+00:00,,fashion
0b1c977a-f707-4fa2-952e-8b19b6b8fdce,b8d22b99-b86c-481f-a3eb-6a91f1a1f065,A_O25,A_R13,2025-07-17T20:26:14+00:00,173.15,Defective product,system,True,refunded,388.99,EUR,2025-07-10T21:05:19+00:00,2025-07-10T11:39:58+00:00,igasser@example.net,,Ramadan,Ritter,Gutstrasse 6,,Meilen,,7578,SW,A_30,Product A-30,fashion product,A_V165,Product A-30 - Red - XXL,A-P30-CRe-SXX,189.23,"{""color"": ""Red"", ""size"": ""XXL""}",,,A_L78,1,189.23,173.15,34.63,173.15,34.63,EUR,standard,"{""vat_rate"": 0.2, ""tax_amount"": 0.0}",,00000000-0000-0000-0000-a00000000025,2025-10-22T15:45:27.784688+00:00,2025-10-22T15:45:27.784688+00:00,,fashion
9b4492b2-477d-46ee-94d3-3d4e3cbedc00,90c63c67-51d2-4deb-9c6e-fc27e7bc11e7,A_O26,A_R14,2026-10-22T08:14:37+00:00,249.82,Defective product,system,True,completed,663.94,EUR,2026-10-15T17:30:34+00:00,2026-10-15T14:51:15+00:00,igasser@example.net,,Ramadan,Ritter,Gutstrasse 6,,Meilen,,7578,SW,A_7,Product A-7,fashion product,A_V33,Product A-7 - Blue - XL,A-P7-CBl-SXL,91.28,"{""color"": ""Blue"", ""size"": ""XL""}",,,A_L82,3,91.28,249.82,49.964,249.82,49.964,EUR,standard,"{""vat_rate"": 0.2, ""tax_amount"": 0.0}",,00000000-0000-0000-0000-a00000000026,2025-10-22T15:45:27.784688+00:00,2025-10-22T15:45:27.784688+00:00,,fashion
b72f6bfd-faaf-44f1-b71c-d42617df287a,3d28686b-9092-4521-97cb-d3b56945bf0d,A_O26,A_R15,2026-10-22T18:15:29+00:00,81.08,Defective product,system,True,completed,663.94,EUR,2026-10-15T11:35:20+00:00,2026-10-15T16:46:06+00:00,igasser@example.net,,Ramadan,Ritter,Gutstrasse 6,,Meilen,,7578,SW,A_7,Product A-7,fashion product,A_V38,Product A-7 - Green - XS,A-P7-CGr-SXS,94.7,"{""color"": ""Green"", ""size"": ""XS""}",,,A_L81,1,94.7,81.08,16.216,81.08,16.216,EUR,standard,"{""vat_rate"": 0.2, ""tax_amount"": 0.0}",,00000000-0000-0000-0000-a00000000026,2025-10-22T15:45:27.784688+00:00,2025-10-22T15:45:27.784688+00:00,,fashion
c9bad402-e588-45b7-8d04-5753008bed5a,2e8af988-8a2b-4d02-a4af-6b0995ed818a,A_O28,A_R16,2024-10-17T16:46:28+00:00,90.8,Changed mind,system,True,completed,548.68,EUR,2024-10-15T17:13:40+00:00,2024-10-15T07:09:41+00:00,dajanahartmann@example.org,,Klaus-Ulrich,Röhrdanz,Hamannstr. 899,,Geldern,,5183,GE,A_18,Product A-18,fashion product,A_V97,Product A-18 - Green - M,A-P18-CGr-SM,54.86,"{""color"": ""Green"", ""size"": ""M""}",,,A_L88,2,54.86,90.8,18.16,90.8,18.16,EUR,standard,"{""vat_rate"": 0.2, ""tax_amount"": 0.0}",,00000000-0000-0000-0000-a00000000028,2025-10-22T15:45:27.784688+00:00,2025-10-22T15:45:27.784688+00:00,,fashion
3803737c-b3bd-4e41-9eed-c37f51bd48fa,ad1e65f0-191d-4fb7-9e84-09262fa422a5,A_O28,A_R17,2024-10-16T07:43:55+00:00,152.63,Defective product,system,True,completed,548.68,EUR,2024-10-15T14:15:32+00:00,2024-10-15T03:45:00+00:00,dajanahartmann@example.org,,Klaus-Ulrich,Röhrdanz,Hamannstr. 899,,Geldern,,5183,GE,A_20,Product A-20,fashion product,A_V103,Product A-20 - Red - XS,A-P20-CRe-SXS,176.67,"{""color"": ""Red"", ""size"": ""XS""}",,,A_L89,1,176.67,152.63,30.526,152.63,30.526,EUR,standard,"{""vat_rate"": 0.2, ""tax_amount"": 0.0}",,00000000-0000-0000-0000-a00000000028,2025-10-22T15:45:27.785227+00:00,2025-10-22T15:45:27.785227+00:00,,fashion
171a0db8-f1a7-496f-8c17-df3b0a57ac88,1c9660dc-cbad-4512-95a4-4dc3fd7c1c9a,A_O29,A_R18,2026-05-19T20:39:34+00:00,164.99,Changed mind,system,True,refunded,281.81,EUR,2026-05-17T08:47:23+00:00,2026-05-17T07:27:39+00:00,dietzgertraude@example.com,,Ronald,Ladeck B.A.,Hans-Joachim-Grein Groth-Weg 32-56,,Lörrach,,1065,GE,A_32,Product A-32,fashion product,A_V171,Product A-32 - Beige - XS,A-P32-CBe-SXS,96.24,"{""color"": ""Beige"", ""size"": ""XS""}",,,A_L90,2,96.24,164.99,32.998000000000005,164.99,32.998000000000005,EUR,standard,"{""vat_rate"": 0.2, ""tax_amount"": 0.0}",,00000000-0000-0000-0000-a00000000029,2025-10-22T15:45:27.785302+00:00,2025-10-22T15:45:27.785302+00:00,,fashion
4c7a8cd7-e28b-4cf6-80f3-09a84a9ecc39,effa1371-9018-4bba-a460-ad1d6d56d254,A_O29,A_R19,2026-05-18T14:30:10+00:00,77.88,Changed mind,system,True,refunded,281.81,EUR,2026-05-17T09:13:49+00:00,2026-05-17T11:32:07+00:00,dietzgertraude@example.com,,Ronald,Ladeck B.A.,Hans-Joachim-Grein Groth-Weg 32-56,,Lörrach,,1065,GE,A_18,Product A-18,fashion product,A_V95,Product A-18 - Green - XXL,A-P18-CGr-SXX,48.51,"{""color"": ""Green"", ""size"": ""XXL""}",,,A_L91,2,48.51,77.88,15.576,77.88,15.576,EUR,standard,"{""vat_rate"": 0.2, ""tax_amount"": 0.0}",,00000000-0000-0000-0000-a00000000029,2025-10-22T15:45:27.785302+00:00,2025-10-22T15:45:27.785302+00:00,,fashion
843f13f5-93d8-47d2-96cb-25564c446578,c7d09182-bfde-4121-a788-cf46bb922a64,A_O33,A_R20,2026-01-25T02:08:20+00:00,131.0,Changed mind,system,True,completed,517.87,EUR,2026-01-19T10:28:53+00:00,2026-01-19T04:55:06+00:00,binnergaby@example.net,,Elfie,Bruder MBA.,Grzegorz-Kramer-Gasse 5-8,,Bremervörde,,26773,GE,A_27,Product A-27,fashion product,A_V142,Product A-27 - Blue - L,A-P27-CBl-SL,144.13,"{""color"": ""Blue"", ""size"": ""L""}",,,A_L103,1,144.13,131.0,26.200000000000003,131.0,26.200000000000003,EUR,standard,"{""vat_rate"": 0.2, ""tax_amount"": 0.0}",,00000000-0000-0000-0000-a00000000033,2025-10-22T15:45:27.785302+00:00,2025-10-22T15:45:27.785302+00:00,,fashion
3eba536e-ef29-4372-8bd4-42f2ca470b53,f75cf8fc-279a-4817-92ff-8616e4150cef,A_O33,A_R21,2026-01-24T11:57:43+00:00,17.32,Item not as described,system,True,completed,517.87,EUR,2026-01-19T13:23:18+00:00,2026-01-19T01:26:10+00:00,binnergaby@example.net,,Elfie,Bruder MBA.,Grzegorz-Kramer-Gasse 5-8,,Bremervörde,,26773,GE,A_16,Product A-16,fashion product,A_V86,Product A-16 - Green - S,A-P16-CGr-SS,19.84,"{""color"": ""Green"", ""size"": ""S""}",,,A_L101,1,19.84,17.32,3.4640000000000004,17.32,3.4640000000000004,EUR,standard,"{""vat_rate"": 0.2, ""tax_amount"": 0.0}",,00000000-0000-0000-0000-a00000000033,2025-10-22T15:45:27.785302+00:00,2025-10-22T15:45:27.785302+00:00,,fashion
6b5e3ba8-3c65-458e-acd9-13045a375cda,70c933ea-5a65-4dbc-b0d2-2a8b50302861,A_O35,A_R22,2026-03-27T04:13:07+00:00,91.47,Ordered by mistake,system,True,refunded,370.41,EUR,2026-03-20T07:01:48+00:00,2026-03-20T15:47:02+00:00,schochseverin@example.net,,Antje,Forster,Leustrasse 63,,Plan-les-Ouates,,2939,SW,A_34,Product A-34,fashion product,A_V188,Product A-34 - Beige - XS,A-P34-CBe-SXS,101.29,"{""color"": ""Beige"", ""size"": ""XS""}",,,A_L109,1,101.29,91.47,18.294,91.47,18.294,EUR,standard,"{""vat_rate"": 0.2, ""tax_amount"": 0.0}",,00000000-0000-0000-0000-a00000000035,2025-10-22T15:45:27.785828+00:00,2025-10-22T15:45:27.785828+00:00,,fashion
2f5a7688-61a3-46da-8375-5ccda49b04a1,0fcee3ac-721b-4aad-846b-2b6b21ddaaeb,A_O36,A_R23,2026-04-28T18:41:23+00:00,171.03,Defective product,system,True,completed,1348.57,EUR,2026-04-20T09:38:50+00:00,2026-04-20T00:30:13+00:00,schochseverin@example.net,,Antje,Forster,Leustrasse 63,,Plan-les-Ouates,,2939,SW,A_30,Product A-30,fashion product,A_V165,Product A-30 - Red - XXL,A-P30-CRe-SXX,189.23,"{""color"": ""Red"", ""size"": ""XXL""}",,,A_L112,1,189.23,171.03,34.206,171.03,34.206,EUR,standard,"{""vat_rate"": 0.2, ""tax_amount"": 0.0}",,00000000-0000-0000-0000-a00000000036,2025-10-22T15:45:27.785828+00:00,2025-10-22T15:45:27.785828+00:00,,fashion
8d36284c-e62a-4856-a5e9-e6b3a38052be,4f36cc49-2322-4b74-8e5a-5010c6f12e24,A_O39,A_R24,2026-10-19T02:47:46+00:00,331.45,Changed mind,system,True,completed,826.65,EUR,2026-10-09T19:15:01+00:00,2026-10-09T11:24:42+00:00,schochseverin@example.net,,Antje,Forster,Leustrasse 63,,Plan-les-Ouates,,2939,SW,A_24,Product A-24,fashion product,A_V125,Product A-24 - Red - XS,A-P24-CRe-SXS,183.14,"{""color"": ""Red"", ""size"": ""XS""}",,,A_L125,2,183.14,331.45,66.29,331.45,66.29,EUR,standard,"{""vat_rate"": 0.2, ""tax_amount"": 0.0}",,00000000-0000-0000-0000-a00000000039,2025-10-22T15:45:27.785828+00:00,2025-10-22T15:45:27.785828+00:00,,fashion
87218d3a-f4e0-4e8f-95eb-9eca8bb941af,a02a4f2a-e4e4-4983-b9c0-add9f782f4a7,A_O41,A_R25,2024-08-24T20:07:17+00:00,46.52,Item not as described,system,True,completed,442.79,EUR,2024-08-23T22:44:03+00:00,2024-08-23T01:37:53+00:00,wjopich@example.org,,Hans-Theo,Eigenwillig B.Eng.,Bohnbachplatz 84/92,,Schwerin,,18384,GE,A_6,Product A-6,fashion product,A_V27,Product A-6 - Red - S,A-P6-CRe-SS,66.35,"{""color"": ""Red"", ""size"": ""S""}",,,A_L129,1,66.35,46.52,9.304,46.52,9.304,EUR,standard,"{""vat_rate"": 0.2, ""tax_amount"": 0.0}",,00000000-0000-0000-0000-a00000000041,2025-10-22T15:45:27.785828+00:00,2025-10-22T15:45:27.785828+00:00,,fashion
d5e87303-dae4-415b-8369-3e0d47bc767f,0c0c6253-f170-4475-b18c-bbd419295374,A_O43,A_R26,2024-08-18T23:10:28+00:00,54.93,Item not as described,system,True,refunded,567.03,EUR,2024-08-13T05:20:06+00:00,2024-08-13T16:04:48+00:00,dornmaja@example.com,,Valentin,Zeller-Vogler,Konrad-Bösch-Platz 598,,Kufstein,,3427,AU,A_6,Product A-6,fashion product,A_V24,Product A-6 - Beige - XL,A-P6-CBe-SXL,57.85,"{""color"": ""Beige"", ""size"": ""XL""}",,,A_L137,1,57.85,54.93,10.986,54.93,10.986,EUR,standard,"{""vat_rate"": 0.2, ""tax_amount"": 0.0}",,00000000-0000-0000-0000-a00000000043,2025-10-22T15:45:27.786352+00:00,2025-10-22T15:45:27.786352+00:00,,fashion
16175339-543e-41e7-98c7-aea97dbffe7b,d3d677e6-718e-47ce-ac27-38cdd4186e20,A_O44,A_R27,2025-07-10T19:17:54+00:00,147.3,Item not as described,system,True,completed,750.38,EUR,2025-06-30T06:19:22+00:00,2025-06-30T03:43:05+00:00,dornmaja@example.com,,Valentin,Zeller-Vogler,Konrad-Bösch-Platz 598,,Kufstein,,3427,AU,A_21,Product A-21,fashion product,A_V111,Product A-21 - Blue - XXL,A-P21-CBl-SXX,160.13,"{""color"": ""Blue"", ""size"": ""XXL""}",,,A_L142,1,160.13,147.3,29.460000000000004,147.3,29.460000000000004,EUR,standard,"{""vat_rate"": 0.2, ""tax_amount"": 0.0}",,00000000-0000-0000-0000-a00000000044,2025-10-22T15:45:27.786352+00:00,2025-10-22T15:45:27.786352+00:00,,fashion
168aa246-2f6f-47eb-be49-d776ecbc89ec,059e7802-7870-49a2-96b7-9952c40acad8,A_O45,A_R28,2024-03-15T21:47:18+00:00,74.76,Defective product,system,True,completed,792.86,EUR,2024-03-06T08:26:05+00:00,2024-03-06T08:38:00+00:00,dornmaja@example.com,,Valentin,Zeller-Vogler,Konrad-Bösch-Platz 598,,Kufstein,,3427,AU,A_13,Product A-13,fashion product,A_V70,Product A-13 - Green - L,A-P13-CGr-SL,83.97,"{""color"": ""Green"", ""size"": ""L""}",,,A_L146,1,83.97,74.76,14.952000000000002,74.76,14.952000000000002,EUR,standard,"{""vat_rate"": 0.2, ""tax_amount"": 0.0}",,00000000-0000-0000-0000-a00000000045,2025-10-22T15:45:27.786352+00:00,2025-10-22T15:45:27.786352+00:00,,fashion
34d28f3c-88b1-49ac-b281-11b0d89eaa79,b8066526-2d33-4fda-bba1-997acf9a9c21,A_O45,A_R29,2024-03-12T16:37:53+00:00,111.98,Ordered by mistake,system,True,completed,792.86,EUR,2024-03-06T01:48:55+00:00,2024-03-06T04:05:58+00:00,dornmaja@example.com,,Valentin,Zeller-Vogler,Konrad-Bösch-Platz 598,,Kufstein,,3427,AU,A_12,Product A-12,fashion product,A_V65,Product A-12 - White - L,A-P12-CWh-SL,128.62,"{""color"": ""White"", ""size"": ""L""}",,,A_L144,1,128.62,111.98,22.396,111.98,22.396,EUR,standard,"{""vat_rate"": 0.2, ""tax_amount"": 0.0}",,00000000-0000-0000-0000-a00000000045,2025-10-22T15:45:27.786352+00:00,2025-10-22T15:45:27.786352+00:00,,fashion
86354f63-cd5c-4034-90e8-9d5cda70019a,77cf876c-da39-44de-b5c4-f2490ccc6f31,A_O45,A_R30,2024-03-13T11:51:46+00:00,215.21,Changed mind,system,True,completed,792.86,EUR,2024-03-06T03:31:13+00:00,2024-03-06T02:56:32+00:00,dornmaja@example.com,,Valentin,Zeller-Vogler,Konrad-Bösch-Platz 598,,Kufstein,,3427,AU,A_28,Product A-28,fashion product,A_V150,Product A-28 - White - XL,A-P28-CWh-SXL,114.61,"{""color"": ""White"", ""size"": ""XL""}",,,A_L145,2,114.61,215.21,43.042,215.21,43.042,EUR,standard,"{""vat_rate"": 0.2, ""tax_amount"": 0.0}",,00000000-0000-0000-0000-a00000000045,2025-10-22T15:45:27.786352+00:00,2025-10-22T15:45:27.786352+00:00,,fashion
5a29b360-7081-497b-ad1b-5f9a0c16910b,be12a2f3-edf9-40da-b553-b32f3e4ca3f7,A_O46,A_R31,2025-10-01T05:15:58+00:00,121.75,Item not as described,system,True,completed,569.71,EUR,2025-09-25T21:35:11+00:00,2025-09-25T13:37:43+00:00,dornmaja@example.com,,Valentin,Zeller-Vogler,Konrad-Bösch-Platz 598,,Kufstein,,3427,AU,A_27,Product A-27,fashion product,A_V143,Product A-27 - Green - XXL,A-P27-CGr-SXX,131.49,"{""color"": ""Green"", ""size"": ""XXL""}",,,A_L150,1,131.49,121.75,24.35,121.75,24.35,EUR,standard,"{""vat_rate"": 0.2, ""tax_amount"": 0.0}",,00000000-0000-0000-0000-a00000000046,2025-10-22T15:45:27.787347+00:00,2025-10-22T15:45:27.787347+00:00,,fashion
2098af95-d0e3-445d-aaaf-ea977712d5a0,746d9d3e-3771-43a0-b345-22e4254b10d8,A_O47,A_R32,2025-10-16T13:26:49+00:00,141.64,Item not as described,system,True,completed,698.26,EUR,2025-09-29T12:46:09+00:00,2025-09-29T08:41:45+00:00,hoermannkarolina@example.org,,Karim,Feichter,Alara-Weiser-Platz 60,,Gloggnitz,,4158,AU,A_30,Product A-30,fashion product,A_V165,Product A-30 - Red - XXL,A-P30-CRe-SXX,189.23,"{""color"": ""Red"", ""size"": ""XXL""}",,,A_L154,1,189.23,141.64,28.328,141.64,28.328,EUR,standard,"{""vat_rate"": 0.2, ""tax_amount"": 0.0}",,00000000-0000-0000-0000-a00000000047,2025-10-22T15:45:27.787347+00:00,2025-10-22T15:45:27.787347+00:00,,fashion
f3ca12ac-82f7-4c4f-8176-15654d915624,d80bb87d-cd5b-4e49-9cd0-069ee3e42161,A_O48,A_R33,2026-09-11T23:21:12+00:00,202.17,Ordered by mistake,system,True,completed,978.71,EUR,2026-08-28T17:38:14+00:00,2026-08-28T21:53:01+00:00,hoermannkarolina@example.org,,Karim,Feichter,Alara-Weiser-Platz 60,,Gloggnitz,,4158,AU,A_20,Product A-20,fashion product,A_V104,Product A-20 - Black - XS,A-P20-CBl-SXS,154.97,"{""color"": ""Black"", ""size"": ""XS""}",,,A_L155,2,154.97,202.17,40.434,202.17,40.434,EUR,standard,"{""vat_rate"": 0.2, ""tax_amount"": 0.0}",,00000000-0000-0000-0000-a00000000048,2025-10-22T15:45:27.787347+00:00,2025-10-22T15:45:27.787347+00:00,,fashion
