id,store_id,group_order_id,order_external_id,order_status,order_total_amount,order_currency,order_created_at,order_updated_at,customer_email,customer_phone_number,client_ip,shipping_first_name,shipping_last_name,shipping_address_1,shipping_address_2,shipping_city,shipping_state,shipping_postcode,shipping_country_code,product_external_id,product_title,product_description,product_vendor,product_type,variant_external_id,variant_title,variant_sku,variant_price,variant_attributes,variant_image_id,variant_image_src,line_item_external_id,line_item_quantity,line_item_unit_price,line_item_total_price,line_item_currency,line_item_subtotal,created_at,updated_at
d52a4c25-ba6e-4638-9e86-561f2503041c,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000004,A_O4,completed,1380.8,EUR,2025-04-30T13:20:12+00:00,2025-04-30T18:42:46+00:00,alisa02@example.net,,,Reiner,Schneider,Bosshardstrasse 59,,Locarno,,3351,SW,A_28,Product A-28,fashion product,Default Vendor,fashion,A_V147,Product A-28 - Black - XS,A-P28-CBl-SXS,113.94,"Color: Black, Size: XS",,,A_L14,3,113.94,341.82,EUR,341.82,2025-10-22T15:28:25.749894+00:00,2025-10-22T15:28:25.749894+00:00
28f1c487-d7c2-43ce-be6d-a53d187ef527,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000004,A_O4,completed,1380.8,EUR,2025-04-30T13:47:24+00:00,2025-04-30T12:33:19+00:00,alisa02@example.net,,,Reiner,Schneider,Bosshardstrasse 59,,Locarno,,3351,SW,A_29,Product A-29,fashion product,Default Vendor,fashion,A_V154,Product A-29 - Beige - XS,A-P29-CBe-SXS,153.49,"Color: Beige, Size: XS",,,A_L15,2,153.49,306.98,EUR,306.98,2025-10-22T15:28:25.749894+00:00,2025-10-22T15:28:25.749894+00:00
fe44cffd-4bb4-406b-91ae-9fab8eea149d,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000005,A_O5,completed,48.51,EUR,2026-01-12T11:42:49+00:00,2026-01-12T21:49:08+00:00,kostolzindamian@example.net,,,Ottomar,Mies,Raimund-Holsten-Straße 62/45,,Roding,,10341,GE,A_15,Product A-15,fashion product,Default Vendor,fashion,A_V78,Product A-15 - Green - XXL,A-P15-CGr-SXX,10.86,"Color: Green, Size: XXL",,,A_L16,3,10.86,23.4,EUR,23.4,2025-10-22T15:28:25.749894+00:00,2025-10-22T15:28:25.749894+00:00
38d71dba-56d9-47e3-8396-3ea1a705f7da,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000005,A_O5,completed,48.51,EUR,2026-01-12T14:18:03+00:00,2026-01-12T11:52:23+00:00,kostolzindamian@example.net,,,Ottomar,Mies,Raimund-Holsten-Straße 62/45,,Roding,,10341,GE,A_15,Product A-15,fashion product,Default Vendor,fashion,A_V76,Product A-15 - Black - L,A-P15-CBl-SL,9.96,"Color: Black, Size: L",,,A_L17,1,9.96,4.750000000000001,EUR,4.750000000000001,2025-10-22T15:28:25.749894+00:00,2025-10-22T15:28:25.749894+00:00
8ab66eb8-af43-4201-a58f-ed61fc935623,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000005,A_O5,completed,48.51,EUR,2026-01-12T09:41:12+00:00,2026-01-12T07:11:24+00:00,kostolzindamian@example.net,,,Ottomar,Mies,Raimund-Holsten-Straße 62/45,,Roding,,10341,GE,A_15,Product A-15,fashion product,Default Vendor,fashion,A_V80,Product A-15 - Red - XL,A-P15-CRe-SXL,10.9,"Color: Red, Size: XL",,,A_L18,1,10.9,0.0,EUR,0.0,2025-10-22T15:28:25.749894+00:00,2025-10-22T15:28:25.749894+00:00
01827c09-0a50-4576-b316-15f6d1c0d070,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000006,A_O6,completed,625.85,EUR,2024-10-20T07:15:57+00:00,2024-10-20T23:25:08+00:00,kostolzindamian@example.net,,,Ottomar,Mies,Raimund-Holsten-Straße 62/45,,Roding,,10341,GE,A_19,Product A-19,fashion product,Default Vendor,fashion,A_V101,Product A-19 - Black - S,A-P19-CBl-SS,30.79,"Color: Black, Size: S",,,A_L19,1,30.79,19.61,EUR,19.61,2025-10-22T15:28:25.750413+00:00,2025-10-22T15:28:25.750413+00:00
58c1fa4e-c6c3-4f46-8a5e-a565c82bc03c,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000006,A_O6,completed,625.85,EUR,2024-10-20T23:51:53+00:00,2024-10-20T23:34:22+00:00,kostolzindamian@example.net,,,Ottomar,Mies,Raimund-Holsten-Straße 62/45,,Roding,,10341,GE,A_20,Product A-20,fashion product,Default Vendor,fashion,A_V108,Product A-20 - Beige - S,A-P20-CBe-SS,173.62,"Color: Beige, Size: S",,,A_L20,2,173.62,333.04,EUR,333.04,2025-10-22T15:28:25.750413+00:00,2025-10-22T15:28:25.750413+00:00
92614dd0-5504-4d76-8a83-6e89516d5b44,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000006,A_O6,completed,625.85,EUR,2024-10-20T11:46:09+00:00,2024-10-20T22:09:40+00:00,kostolzindamian@example.net,,,Ottomar,Mies,Raimund-Holsten-Straße 62/45,,Roding,,10341,GE,A_20,Product A-20,fashion product,Default Vendor,fashion,A_V108,Product A-20 - Beige - S,A-P20-CBe-SS,173.62,"Color: Beige, Size: S",,,A_L21,2,173.62,333.8,EUR,333.8,2025-10-22T15:28:25.750413+00:00,2025-10-22T15:28:25.750413+00:00
8b81e580-0ff3-400e-9085-4e42f40b7fff,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000007,A_O7,completed,714.97,EUR,2025-11-06T18:59:05+00:00,2025-11-06T16:01:15+00:00,kostolzindamian@example.net,,,Ottomar,Mies,Raimund-Holsten-Straße 62/45,,Roding,,10341,GE,A_28,Product A-28,fashion product,Default Vendor,fashion,A_V145,Product A-28 - Blue - XXL,A-P28-CBl-SXX,98.22,"Color: Blue, Size: XXL",,,A_L22,1,98.22,90.78999999999999,EUR,90.78999999999999,2025-10-22T15:28:25.750413+00:00,2025-10-22T15:28:25.750413+00:00
c3c62b74-dbb7-48df-90f4-db1ef2ed367d,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000007,A_O7,completed,714.97,EUR,2025-11-06T12:39:27+00:00,2025-11-06T13:53:20+00:00,kostolzindamian@example.net,,,Ottomar,Mies,Raimund-Holsten-Straße 62/45,,Roding,,10341,GE,A_34,Product A-34,fashion product,Default Vendor,fashion,A_V184,Product A-34 - White - M,A-P34-CWh-SM,101.25,"Color: White, Size: M",,,A_L23,1,101.25,91.01,EUR,91.01,2025-10-22T15:28:25.750413+00:00,2025-10-22T15:28:25.750413+00:00
f7fbae9d-a824-4768-9058-81963d5837fe,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000007,A_O7,completed,714.97,EUR,2025-11-06T05:41:02+00:00,2025-11-06T09:22:07+00:00,kostolzindamian@example.net,,,Ottomar,Mies,Raimund-Holsten-Straße 62/45,,Roding,,10341,GE,A_17,Product A-17,fashion product,Default Vendor,fashion,A_V91,Product A-17 - Red - XS,A-P17-CRe-SXS,116.41,"Color: Red, Size: XS",,,A_L24,1,116.41,108.31,EUR,108.31,2025-10-22T15:28:25.750413+00:00,2025-10-22T15:28:25.750413+00:00
2222e9cd-1064-457b-8f64-0388e4e1b9bb,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000007,A_O7,completed,714.97,EUR,2025-11-06T06:04:57+00:00,2025-11-06T01:12:36+00:00,kostolzindamian@example.net,,,Ottomar,Mies,Raimund-Holsten-Straße 62/45,,Roding,,10341,GE,A_20,Product A-20,fashion product,Default Vendor,fashion,A_V104,Product A-20 - Black - XS,A-P20-CBl-SXS,154.97,"Color: Black, Size: XS",,,A_L25,3,154.97,456.58,EUR,456.58,2025-10-22T15:28:25.750413+00:00,2025-10-22T15:28:25.750413+00:00
41efa6dd-c7fc-427e-9353-2da1f55b04e8,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000008,A_O8,cancelled,944.14,EUR,2025-10-28T05:11:55+00:00,2025-10-28T02:17:14+00:00,rauternick@example.net,,,Katarina,Schmidl-Schenk,Veitgasse 05,,Frauenkirchen,,8648,AU,A_9,Product A-9,fashion product,Default Vendor,fashion,A_V52,Product A-9 - White - XL,A-P9-CWh-SXL,147.36,"Color: White, Size: XL",,,A_L26,3,147.36,435.40000000000003,EUR,435.40000000000003,2025-10-22T15:28:25.750413+00:00,2025-10-22T15:28:25.750413+00:00
e5528d40-40b9-4a1c-9756-d3d3e9f4685f,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000008,A_O8,cancelled,944.14,EUR,2025-10-28T10:01:09+00:00,2025-10-28T19:04:38+00:00,rauternick@example.net,,,Katarina,Schmidl-Schenk,Veitgasse 05,,Frauenkirchen,,8648,AU,A_30,Product A-30,fashion product,Default Vendor,fashion,A_V164,Product A-30 - Beige - S,A-P30-CBe-SS,188.79,"Color: Beige, Size: S",,,A_L27,3,188.79,560.23,EUR,560.23,2025-10-22T15:28:25.750413+00:00,2025-10-22T15:28:25.750413+00:00
8da5768e-e473-4f35-9e73-28f045128f43,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000009,A_O9,completed,200.55,EUR,2027-04-02T17:37:23+00:00,2027-04-02T06:33:38+00:00,rauternick@example.net,,,Katarina,Schmidl-Schenk,Veitgasse 05,,Frauenkirchen,,8648,AU,A_10,Product A-10,fashion product,Default Vendor,fashion,A_V58,Product A-10 - Blue - XS,A-P10-CBl-SXS,106.69,"Color: Blue, Size: XS",,,A_L28,1,106.69,96.59,EUR,96.59,2025-10-22T15:28:25.750413+00:00,2025-10-22T15:28:25.750413+00:00
b10313c9-4430-4164-9a29-379520160510,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000009,A_O9,completed,200.55,EUR,2027-04-02T12:15:19+00:00,2027-04-02T12:13:50+00:00,rauternick@example.net,,,Katarina,Schmidl-Schenk,Veitgasse 05,,Frauenkirchen,,8648,AU,A_31,Product A-31,fashion product,Default Vendor,fashion,A_V166,Product A-31 - Green - XS,A-P31-CGr-SXS,57.17,"Color: Green, Size: XS",,,A_L29,2,57.17,105.85000000000001,EUR,105.85000000000001,2025-10-22T15:28:25.750413+00:00,2025-10-22T15:28:25.750413+00:00
22ab0523-0818-41df-9da0-4227b6bae140,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000010,A_O10,cancelled,287.71,EUR,2026-08-20T16:07:05+00:00,2026-08-20T13:32:42+00:00,rauternick@example.net,,,Katarina,Schmidl-Schenk,Veitgasse 05,,Frauenkirchen,,8648,AU,A_8,Product A-8,fashion product,Default Vendor,fashion,A_V44,Product A-8 - Green - XL,A-P8-CGr-SXL,29.85,"Color: Green, Size: XL",,,A_L30,3,29.85,77.28000000000002,EUR,77.28000000000002,2025-10-22T15:28:25.750413+00:00,2025-10-22T15:28:25.750413+00:00
de2e63c0-8407-41e2-9577-ca930baddb25,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000010,A_O10,cancelled,287.71,EUR,2026-08-20T00:17:44+00:00,2026-08-20T09:37:25+00:00,rauternick@example.net,,,Katarina,Schmidl-Schenk,Veitgasse 05,,Frauenkirchen,,8648,AU,A_6,Product A-6,fashion product,Default Vendor,fashion,A_V25,Product A-6 - Black - XS,A-P6-CBl-SXS,57.97,"Color: Black, Size: XS",,,A_L31,2,57.97,102.78999999999999,EUR,102.78999999999999,2025-10-22T15:28:25.751415+00:00,2025-10-22T15:28:25.751415+00:00
18dd4dfa-ceb4-4f95-8357-d698f5f84743,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000010,A_O10,cancelled,287.71,EUR,2026-08-20T22:23:19+00:00,2026-08-20T14:58:13+00:00,rauternick@example.net,,,Katarina,Schmidl-Schenk,Veitgasse 05,,Frauenkirchen,,8648,AU,A_6,Product A-6,fashion product,Default Vendor,fashion,A_V25,Product A-6 - Black - XS,A-P6-CBl-SXS,57.97,"Color: Black, Size: XS",,,A_L32,2,57.97,109.48,EUR,109.48,2025-10-22T15:28:25.751415+00:00,2025-10-22T15:28:25.751415+00:00
47916220-14cf-44d1-9d51-8d3871449624,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000011,A_O11,completed,411.1,EUR,2026-04-27T19:19:35+00:00,2026-04-27T23:01:19+00:00,rauternick@example.net,,,Katarina,Schmidl-Schenk,Veitgasse 05,,Frauenkirchen,,8648,AU,A_2,Product A-2,fashion product,Default Vendor,fashion,A_V4,Product A-2 - Red - S,A-P2-CRe-SS,85.35,"Color: Red, Size: S",,,A_L33,2,85.35,163.73,EUR,163.73,2025-10-22T15:28:25.751415+00:00,2025-10-22T15:28:25.751415+00:00
8a7dd1e5-cd11-424d-a1b4-bc84f715f797,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000011,A_O11,completed,411.1,EUR,2026-04-27T02:44:52+00:00,2026-04-27T13:37:50+00:00,rauternick@example.net,,,Katarina,Schmidl-Schenk,Veitgasse 05,,Frauenkirchen,,8648,AU,A_24,Product A-24,fashion product,Default Vendor,fashion,A_V128,Product A-24 - White - M,A-P24-CWh-SM,178.08,"Color: White, Size: M",,,A_L34,1,178.08,165.48000000000002,EUR,165.48000000000002,2025-10-22T15:28:25.751415+00:00,2025-10-22T15:28:25.751415+00:00
5e72d99e-a74a-4d47-a8ed-2d395fa99a59,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000011,A_O11,completed,411.1,EUR,2026-04-27T20:56:37+00:00,2026-04-27T22:07:28+00:00,rauternick@example.net,,,Katarina,Schmidl-Schenk,Veitgasse 05,,Frauenkirchen,,8648,AU,A_10,Product A-10,fashion product,Default Vendor,fashion,A_V54,Product A-10 - Beige - XXL,A-P10-CBe-SXX,103.67,"Color: Beige, Size: XXL",,,A_L35,1,103.67,96.9,EUR,96.9,2025-10-22T15:28:25.751415+00:00,2025-10-22T15:28:25.751415+00:00
ced39df6-737a-4115-ae71-c13af95a37d6,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000012,A_O12,completed,797.33,EUR,2025-07-20T17:29:45+00:00,2025-07-20T17:11:18+00:00,rauternick@example.net,,,Katarina,Schmidl-Schenk,Veitgasse 05,,Frauenkirchen,,8648,AU,A_3,Product A-3,fashion product,Default Vendor,fashion,A_V11,Product A-3 - Red - M,A-P3-CRe-SM,95.94,"Color: Red, Size: M",,,A_L36,3,95.94,275.09,EUR,275.09,2025-10-22T15:28:25.751415+00:00,2025-10-22T15:28:25.751415+00:00
75d28886-c59b-4cff-93c1-607e32f6547e,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000012,A_O12,completed,797.33,EUR,2025-07-20T05:25:27+00:00,2025-07-20T06:04:33+00:00,rauternick@example.net,,,Katarina,Schmidl-Schenk,Veitgasse 05,,Frauenkirchen,,8648,AU,A_20,Product A-20,fashion product,Default Vendor,fashion,A_V105,Product A-20 - Blue - XXL,A-P20-CBl-SXX,188.56,"Color: Blue, Size: XXL",,,A_L37,2,188.56,364.58,EUR,364.58,2025-10-22T15:28:25.751415+00:00,2025-10-22T15:28:25.751415+00:00
90a14cfd-c536-4cb8-a73c-be9be492cc88,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000012,A_O12,completed,797.33,EUR,2025-07-20T08:41:40+00:00,2025-07-20T11:12:54+00:00,rauternick@example.net,,,Katarina,Schmidl-Schenk,Veitgasse 05,,Frauenkirchen,,8648,AU,A_15,Product A-15,fashion product,Default Vendor,fashion,A_V78,Product A-15 - Green - XXL,A-P15-CGr-SXX,10.86,"Color: Green, Size: XXL",,,A_L38,2,10.86,12.229999999999999,EUR,12.229999999999999,2025-10-22T15:28:25.751415+00:00,2025-10-22T15:28:25.751415+00:00
c0da15b7-c5fd-4c92-8509-95b077fb0d50,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000012,A_O12,completed,797.33,EUR,2025-07-20T22:10:31+00:00,2025-07-20T20:18:37+00:00,rauternick@example.net,,,Katarina,Schmidl-Schenk,Veitgasse 05,,Frauenkirchen,,8648,AU,A_4,Product A-4,fashion product,Default Vendor,fashion,A_V16,Product A-4 - Red - XS,A-P4-CRe-SXS,34.81,"Color: Red, Size: XS",,,A_L39,1,34.81,24.17,EUR,24.17,2025-10-22T15:28:25.752438+00:00,2025-10-22T15:28:25.752438+00:00
dafcf3a1-efdc-4fd8-b381-17c3733f7a6d,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000012,A_O12,completed,797.33,EUR,2025-07-20T08:43:34+00:00,2025-07-20T08:36:18+00:00,rauternick@example.net,,,Katarina,Schmidl-Schenk,Veitgasse 05,,Frauenkirchen,,8648,AU,A_3,Product A-3,fashion product,Default Vendor,fashion,A_V8,Product A-3 - Red - S,A-P3-CRe-SS,93.27,"Color: Red, Size: S",,,A_L40,2,93.27,175.29,EUR,175.29,2025-10-22T15:28:25.752438+00:00,2025-10-22T15:28:25.752438+00:00
255d278a-22cf-4d7a-9c36-efaa61657171,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000013,A_O13,completed,523.01,EUR,2025-01-13T18:30:51+00:00,2025-01-13T12:46:50+00:00,filipaschenk@example.net,,,Filippo,Berger,Wegmannstrasse 769,,Stäfa,,7724,SW,A_18,Product A-18,fashion product,Default Vendor,fashion,A_V96,Product A-18 - Beige - XL,A-P18-CBe-SXL,45.53,"Color: Beige, Size: XL",,,A_L41,2,45.53,63.78,EUR,63.78,2025-10-22T15:28:25.752438+00:00,2025-10-22T15:28:25.752438+00:00
068a5702-93da-43b5-8a0f-2825831c072d,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000013,A_O13,completed,523.01,EUR,2025-01-13T19:04:54+00:00,2025-01-13T16:26:44+00:00,filipaschenk@example.net,,,Filippo,Berger,Wegmannstrasse 769,,Stäfa,,7724,SW,A_7,Product A-7,fashion product,Default Vendor,fashion,A_V35,Product A-7 - Blue - XXL,A-P7-CBl-SXX,89.98,"Color: Blue, Size: XXL",,,A_L42,3,89.98,256.92,EUR,256.92,2025-10-22T15:28:25.752438+00:00,2025-10-22T15:28:25.752438+00:00
